title,score,genres,episodes,synopsis,popularity,members,studios,year
Hang Out!,6.28,['Music'],1.0,Music video for Hang out! perfor,18102,480,['add some'],
Norman the Snowman: The Northern Lights,6.41,"['Adventure', 'Fantasy', 'Kids']",1.0,"As the first snow falls on a town in the northern country, a boy sneaks out of his house to board a northbound train with his friend “Norman the Snowman.” They are off to witness the beautiful wonders of nature that Norman had always talked ",18108,480,['Tecarat'],
Oniku Daisuki! Zeushi-kun 2nd Season,5.7,"['Comedy', 'Gourmet']",6.0,Second season of Oniku ,18109,480,['DLE'],
Kiki to Lala no Mamatte Suteki!,5.96,['Kids'],1.0,Lala finds a myserious egg that hatches into a baby dragon who they name Will. She and Kiki try to bring him up but Will grows far too big too fast and uses his dragon instincts which c,18107,479,['add some'],
47 Todoufuken Specials,5.74,"['Comedy', 'Romance', 'Kids']",2.0,A two-part TV special focusing on th,18095,479,['Pollyanna Graphics'],
Zombie Diary,4.68,['Comedy'],1.0,Picture drama featuring zombies from Zombie Clay A,18106,480,['Studio Binzo'],
Hakimono to Kasa no Monogatari,5.84,"['Music', 'Kids']",1.0,A music video for the song by AKB48 that was featured on N,18101,480,['add some'],
Spring Stranger,5.1,['Music'],1.0,Music video for the song of the same name by Japanese synthie-pop band APOGEE. Dir,18103,479,['add some'],
Two Tea Two,4.78,['Avant Garde'],1.0,"The woman does the decision to coexist with the past.
Returning to one person was not an answer. It is a new image.

(Source:",18104,480,['Decovocal'],
Space Cat: The Adventures of Mardock,5.5,"['Adventure', 'Comedy', 'Space']",4.0,Mardock and his friend Chewy traverse the universe and solve proble,18119,479,['asurafilm'],
Waai WaiWai WaiWaiWai!,6.01,"['Idols (Female)', 'Music']",1.0,No synopsis information has been added to this title. Help improve our database,18120,479,['add some'],
Honkai: Star Rail - Golden Epic Trailers,6.79,"['Action', 'Fantasy', 'Sci-Fi']",,"Animated trailers that are part of the Golden Epic trailers featuring Amphoreus characters for the game Honkai: Star Rail, the animation is unique and i",18116,478,['add some'],
Special Nu World,5.75,"['Idols (Male)', 'Music']",1.0,"Readyyy! is Sega's male idol training smartphone game. Within it is a 5-unit group called SP!CA. This is their official music video for their Special Nu World song. SP!CA is the third unit that received a MV.

(Sour",18118,479,['add some'],
The Laughing Spider,5.03,['Avant Garde'],1.0,A shor,18121,478,['add some'],
Clone,5.62,['Music'],1.0,Music video directed by Yuutarou Kubo for the song Clone by Japanese rock band the HIATUS in thei,18117,479,['add some'],
Powerful Pro Yakyuu: Powerful Koukou-hen,5.75,"['Sports', 'Team Sports']",4.0,"The story will center around a protagonist who goes to Powerful High School to achieve his dreams of being a baseball player. There, he reunites with a childhood friend named Subaru Hoshii, who he promised to play at the Summer Koshien high school championship game with in the past, but who seems to have forgotten the",18113,479,['CloverWorks'],
RabbiTube Mini,5.91,"['Comedy', 'Idols (Male)']",16.0,"Series of short videos celebrating each of the 16 idols' birthdays, featuring the birthday idol along with two supporting ",18115,479,['add some'],
Buggy Map,4.45,['Avant Garde'],2.0,"Short animations by Densuke28 simulating video game bugs. The original short was a personal project and was released on his Vimeo page. The following year, a new version of the work was showcased at a museum exhibition on seven different screens, accompanied with a 3D printed model of the character in the short. A forty-nine second clip titled ""BUGGY MAP -Exhibition Ver.-"" was uploaded to Densuke28's official Vimeo which combines the animations on the multi",18130,478,['add some'],
Atama,4.85,"['Avant Garde', 'Horror', 'Suspense', 'Gore', 'Psychological']",1.0,Short animation by Ke,18128,478,['add some'],
Nobiro Nobiro Daisuki na Ki,5.62,"['Fantasy', 'Music', 'Kids']",1.0,"A creature takes care of a plant that rewards him in unexpected and wondrous ways. This tree grows throughout the seasons and sustains those around it until it comes full circle with its caretaker.

A Minna no Uta song by Ann Sally fo",18126,477,['add some'],
Moonfesta,5.7,"['Music', 'Kids']",1.0,"A fantasy world that unfolds during a moonlit night.

The song was composed by Kajiura Yuki and sung by Kalafina for",18125,478,['add some'],
Sol,4.59,"['Avant Garde', 'Music']",1.0,"This video clip is a story of realization.
A story of a child who has been inheriting a negative legacy of humankind that continuously accumulates in diverse ways. The child keeps carrying the legacy, that is too heavy and too much to bear for her body, feverishly without knowing the real meaning of the act.

Soon, the child starts to act out a vision of knowledge, prayers, courage and curiosity. She realizes that positive power is the best balance towards purification and she should stop carrying on the negativity through a negative ",18123,478,['add some'],
Gaikan Chiba,5.62,['Drama'],1.0,Promotional anime for Toky,18133,477,['add some'],
Melody Line,5.64,['Music'],1.0,MMD music video for the song Melody Line by SmileR. The song was featured on his fi,18139,477,['add some'],
The House of Loss,6.54,"['Avant Garde', 'Suspense', 'Psychological']",1.0,"The elderly at the nursing home have their heads shaved. The protagonist who works there sees them but can't read their expressions. However, from one instance, he finds himself looking closely at their faces",18134,474,['add some'],
HololiveEN PVs,6.1,['Mystery'],2.0,Teaser promotional animations Prelude and Omen for Hololive English's,18149,475,['Ijigen Tokyo'],
Sore Ike! Anpanman: Baikinman to 3-bai Punch,6.1,"['Comedy', 'Fantasy', 'Kids']",1.0,No synopsis information has been added to this title. Help improve our database,18150,476,['add some'],
Hana no Zundamaru: Junk,4.94,"['Comedy', 'Martial Arts', 'Parody']",3.0,"Zundamaru is back... For now! Even without missions, we elite ninjas face grave danger",18148,476,['CoMix Wave Films'],
Tottori U-turn,4.73,['Sports'],1.0,"In the video, the swimmer leaves Tottori to compete, but does a ""Tottori U-turn"" to return to his home prefecture and find a job. To aid in the process, the ad points viewers towards a job placem",18151,476,['add some'],
Tyo Story,5.59,['Slice of Life'],1.0,A short a,18141,476,['Takun Manga Box'],
Gregorio,5.83,['Music'],1.0,"An animated music video for Fullkawa Honpo's ""Gregorio",18147,476,['add some'],
Nippen no Miko-chan,5.51,['Comedy'],3.0,The official Twitter for Ballpoint pen writing image character Nippen no Miko-chan has announced that it will get anime CM series to broadcast within news discussion show 5-ji ni Muchuu on Tok,18143,476,['add some'],
Animatope,4.97,"['Avant Garde', 'Music']",1.0,"Space Shower TV Station ID directed by Takashi Ohashi, with music by composed by Yu",18145,476,['add some'],
Afureko! AR,5.24,"['School', 'Showbiz']",3.0,"Saori was thrown into a voice actor vocational school to escape from being a NEET. There she meets Miki, a former nurse, and Ayano, who aims to become an idol voice actor. School life begins with three beautiful girls aiming to become voice actors",18161,475,['add some'],
We Two,6.43,['Music'],1.0,Rotoscope music video for the song We Two by Japanese singer Aimer that was included on her fift,18157,475,['add some'],
Patty and Jimmy in You're a Superstar!,5.36,"['Sports', 'Team Sports', 'Kids']",1.0,Jimmy is having trouble with pitching a baseball; Patty finds a way to en,18160,474,['add some'],
Commotion at Ikedaya,4.98,"['Drama', 'Historical', 'Samurai']",1.0,"Independent film by Yanagihara Ryouhei, member of the Animation Sannin no Kai pioneer group of independent animation. It tells the story of the Ikedaya raid by the Shinsengumi from the point of view of th",18173,474,['add some'],
Swimming,5.29,['Avant Garde'],1.0,"The short animation evokes all the awkwardness of a school swimming class. A chubby young boy, steps up reluctantly for his turn, after watching the sporty prowess of his peers.
",18169,474,['add some'],
Boonie Bears: Mystical Winter,5.92,"['Adventure', 'Comedy']",1.0,"A Mystical Winter is a magical, thrilling spectacle/family adventure that tells the legendary tale of The Mystical Spirit of Winter who maintains the harmonious balance on Crystal Peaks. Briar and Bramble were just cubs when they first heard the story. While getting lost in the woods, Bramble stumbles upon the lair of Neva, the Spirit of Winter and forms a long lasting bond with the mystical creature. Years later, the Spirit of Winter returns, and is being hunted by an ambitious collector. Bramble decides to go on a journey to find Neva, and save her from causing the dormant volcano on Crystal Peaks from erupting.
",18172,473,['Fantawild Animation'],
Tonight,5.15,['Music'],1.0,A music video for t,18170,474,['add some'],
Ekimemo,5.65,['Video Game'],3.0,"The game centers around players traveling to different train stations in Japan and collecting the anthropomorphized representations of different stations and railway lines. The anime is set in Yokote City in Akita Prefecture, and will center around the characters Miroku, Mero",18165,474,['add some'],
MaxValu Kyushu,5.42,['Slice of Life'],1.0,"An animated commercial for the supermarket chain MaxValu Kyushu Co., Ltd., as indicated by the name, they are located in all of Kyushu except for Okinawa. This coincided with their reus",18175,474,['Trash Studio'],
Popolocrois Monogatari Pilot,5.84,"['Adventure', 'Fantasy']",1.0,A pilot for a proposed Popolocrois Monogatari animation project in 1993. It was publicly released 7 years later on the first DVD volume of Popolocrois Monogatari. The pilot's main purpose was to find funding for a theatrical film that was quickly morphed into a possible TV anime instead (which finally hap,18179,474,['add some'],
With Pochi! Yoshi's Woolly World Special Anime,6.17,"['Comedy', 'Slice of Life']",31.0,"Three yarn Yoshis live on top of a desk with their dog, Pochi. Their days are full of adventures and mishaps, which are a source of never-ending fun.",18171,474,['dwarf'],
15 Step,5.72,['Music'],1.0,"Music video for the song 15 Step by Radiohead,",18163,474,['add some'],
Mabushii DNA dake,6.38,['Music'],1.0,"The official music video for the song Mabushii DNA dake from the album ""Imawa Imade C",18174,474,['add some'],
Pick Me Up! Pilot,5.49,"['Action', 'Isekai', 'Video Game']",1.0,No synopsis information has been added to this title. Help improve our database,18178,474,['add some'],
Hatoya,5.15,"['Avant Garde', 'Music']",1.0,"A surreal take on The Honest Woodcutter as a promotion for DJ Shugo's ""Otoko-darake",18187,473,['add some'],
Port of Wormy,4.52,['Avant Garde'],1.0,A surreal sh,18181,472,['add some'],
Out of Sight,6.73,"['Adventure', 'Fantasy', 'Slice of Life']",1.0,"Graduation Production made by three students graduated from the National Taiwan University of Arts.

The main character of little girl in the story confronts a robbery and strays from the road she is familiar with. After passing a hedge, she enters an unknown world and unfolds a magical adventure depending on senses other than vision and her imagination. With soft and cute colors as the main key, we used simple designs to depict the little girls' imaginary world",18180,473,['add some'],
Gold Pencil And Alien Boy,5.29,"['Adventure', 'Space', 'Kids']",1.0,A Korean animated movie about the boy and his alien friend poss,18186,473,['add some'],
The Gourd-Bottle,5.34,['Psychological'],1.0,Independent an,18188,473,['Studio Zero'],
Samurai,4.82,"['Music', 'Samurai']",1.0,A music video for the Sakamoto Kyouj,18189,473,['add some'],
From Cherry Blossoms With Love,5.25,['Kids'],1.0,A short film by Okamoto Tadanari about the diffic,18193,471,['add some'],
Rule,4.67,['Music'],1.0,A short ,18192,472,['Takun Manga Box'],
Himitsukessha Taka no Tsume: Christmas Daisakusen,5.52,"['Comedy', 'Parody', 'Super Power']",1.0,"A DVD special of Himitsukessha Taka no Tsume for the Limited Edition Box Set only, chrono",18200,472,['add some'],
MiniGARO,5.16,['Comedy'],2.0,"A short web-anime created for the ""miniGARO"" project, which imagines characters from the Garo franchise as super-deformed caricatures. Each episode respectively promotes the the Garo Gaiden: Tougen no Fue and Zero: Black Blood films and teaches theater etiquette. The ""MiniGARO Manner Movie"" entry shown with the actual films, continues where ",18197,472,['add some'],
Kamiusagi Rope & Taka no Tsume Collab Eizou-hen,5.06,['Comedy'],1.0,"A collaboration between Kamiusagi Rope, Taka ",18195,472,['add some'],
Factory,4.65,['Avant Garde'],2.0,"Two contributions by Mirai Mizue to the SPACE SHOWER TV Canvas 2.0.0 campaign. Space Shower TV is a music video channel in Japan similar to MTV. Between segments there are sometimes small animations featuring the station ID. The campaign was launched to invite all animators to come and submit works featuring the station's ID. The only requirement was that the animation is between 15-90 seconds in length. In order to encourage indie artists, all videos were shown on the specially created website; and 10 professional artists' creations (including Mirai Mizue) were already there to give examples of what Space Shower TV ",18199,472,['add some'],
